Waktu (detik),Tegangan (V),Arus (A)
8505.0,11.87,4.7
8506.0,12.11,3.14
8507.0,12.16,3.2800000000000002
8508.0,12.23,2.75
8509.0,12.23,3.0900000000000003
8510.0,12.11,3.18
8511.0,12.21,2.84
8512.0,11.99,4.06
8513.0,12.01,3.8200000000000003
8514.0,12.16,3.23
8515.0,12.08,3.67
8516.0,11.91,3.92
8517.0,11.87,4.26
8518.0,12.21,3.18
8519.0,12.06,3.62
8520.0,12.08,3.23
8521.0,12.23,2.94
8522.0,12.06,3.48
8523.0,11.89,4.16
8524.0,12.23,2.75
8525.0,12.13,2.94
8526.0,11.96,4.16
8527.0,12.08,3.72
8528.0,11.84,4.6499999999999995
8529.0,12.16,3.2800000000000002
8530.0,11.91,4.02
8531.0,11.91,3.92
8532.0,12.08,3.5300000000000002
8533.0,11.91,4.45
8534.0,12.18,2.75
8535.0,12.16,2.99
8536.0,12.16,3.23
8537.0,12.04,3.62
8538.0,11.91,3.8200000000000003
8539.0,12.04,3.67
8540.0,11.99,3.97
8541.0,12.06,3.18
8542.0,12.06,3.2800000000000002
8543.0,12.26,2.99
8544.0,12.08,3.14
8545.0,12.18,2.6
8546.0,11.99,3.8200000000000003
8547.0,12.21,2.89
8548.0,12.08,3.43
8549.0,12.04,3.33
8550.0,12.21,2.79
8551.0,11.91,3.67
8552.0,11.84,4.6499999999999995
8553.0,12.21,2.75
8554.0,12.11,2.94
8555.0,12.06,3.14
8556.0,11.91,4.26
8557.0,12.23,2.6
8558.0,12.01,3.77
8559.0,12.18,2.6
8560.0,12.18,3.0900000000000003
8561.0,11.84,4.21
8562.0,12.04,3.62
8563.0,11.91,4.16
8564.0,12.18,2.7
8565.0,12.11,3.3800000000000003
8566.0,12.04,3.18
8567.0,12.06,3.62
8568.0,12.16,2.7
8569.0,12.06,3.67
8570.0,12.21,2.65
8571.0,12.08,2.94
8572.0,12.08,3.5300000000000002
8573.0,12.18,2.7
8574.0,11.96,4.06
8575.0,12.18,2.75
8576.0,12.06,3.62
8577.0,11.96,3.62
8578.0,12.01,3.77
8579.0,12.04,3.67
8580.0,11.79,4.41
8581.0,11.87,3.92
8582.0,11.96,3.8200000000000003
8583.0,11.77,4.45
8584.0,12.06,3.48
8585.0,11.94,4.02
8586.0,12.01,3.14
8587.0,11.96,3.87
8588.0,11.89,4.21
8589.0,12.06,2.99
8590.0,12.18,2.65
8591.0,11.91,4.21
8592.0,11.94,4.06
8593.0,11.79,4.55
8594.0,11.79,4.6
8595.0,12.01,3.72
8596.0,11.79,4.41
8597.0,11.94,4.02
8598.0,11.96,3.8200000000000003
8599.0,11.91,3.5300000000000002
8600.0,11.82,4.55
8601.0,12.13,2.75
8602.0,12.11,3.04
8603.0,11.94,3.3800000000000003
8604.0,12.11,3.33
8605.0,12.13,2.89
8606.0,12.04,3.48
8607.0,11.91,3.77
8608.0,12.13,2.79
8609.0,11.79,4.55
8610.0,12.04,3.43
8611.0,11.82,4.55
8612.0,12.16,2.84
8613.0,11.94,3.58
8614.0,12.18,2.84
8615.0,12.13,2.89
8616.0,12.08,3.3800000000000003
8617.0,12.16,2.94
8618.0,11.96,3.8200000000000003
8619.0,11.82,4.6
8620.0,12.16,2.6
8621.0,12.13,2.6
8622.0,11.89,3.72
8623.0,11.91,3.43
8624.0,11.84,4.31
8625.0,11.89,4.26
8626.0,11.94,3.97
8627.0,11.99,3.14
8628.0,11.96,3.23
8629.0,11.94,3.87
8630.0,11.99,3.62
8631.0,11.91,3.58
8632.0,11.79,4.31
8633.0,12.16,2.75
8634.0,12.06,2.94
8635.0,11.96,3.23
8636.0,11.89,4.06
8637.0,11.82,4.36
8638.0,12.08,2.84
8639.0,11.89,3.5300000000000002
8640.0,11.99,3.5300000000000002
8641.0,12.06,3.48
8642.0,12.13,3.0900000000000003
8643.0,11.91,3.3800000000000003
8644.0,12.11,2.7
8645.0,11.99,3.2800000000000002
8646.0,12.16,2.65
8647.0,12.08,2.79
8648.0,12.08,3.33
8649.0,12.06,3.04
8650.0,12.13,3.04
8651.0,11.91,3.97
8652.0,12.08,2.89
8653.0,12.01,3.18
8654.0,11.94,3.77
8655.0,11.94,3.72
8656.0,12.06,2.79
8657.0,12.08,2.84
8658.0,12.11,2.84
8659.0,11.94,3.77
8660.0,12.06,2.84
8661.0,12.08,3.23
8662.0,11.74,4.36
8663.0,12.01,3.0900000000000003
8664.0,11.84,4.21
8665.0,11.77,4.26
8666.0,12.06,3.2800000000000002
8667.0,11.74,4.41
8668.0,11.74,4.55
8669.0,12.16,3.04
8670.0,11.99,3.58
8671.0,11.99,3.04
8672.0,12.08,2.79
8673.0,11.77,4.5
8674.0,11.99,3.14
8675.0,11.87,3.8200000000000003
8676.0,11.96,3.58
8677.0,11.82,4.21
8678.0,11.96,3.18
8679.0,12.06,2.79
8680.0,11.91,3.77
8681.0,12.01,3.33
8682.0,11.84,4.16
8683.0,11.72,4.45
8684.0,11.82,4.36
8685.0,12.08,2.79
8686.0,12.13,2.99
8687.0,11.74,4.6
8688.0,11.84,4.11
8689.0,11.77,4.31
8690.0,12.06,2.94
8691.0,11.82,4.02
8692.0,12.11,2.65
8693.0,12.06,2.84
8694.0,12.01,3.5300000000000002
8695.0,12.08,2.79
8696.0,12.13,2.65
8697.0,12.01,3.04
8698.0,12.13,2.84
8699.0,12.13,2.7
8700.0,11.84,3.8200000000000003
8701.0,12.08,2.84
8702.0,12.01,2.89
8703.0,11.94,3.67
8704.0,11.89,3.92
8705.0,12.04,2.84
8706.0,11.99,3.5300000000000002
8707.0,11.91,3.72
8708.0,11.74,4.16
8709.0,11.72,4.36
8710.0,12.13,2.65
8711.0,12.06,3.14
8712.0,11.84,3.48
8713.0,12.04,3.23
8714.0,12.06,2.75
8715.0,11.79,3.97
8716.0,12.01,3.43
8717.0,12.11,2.65
8718.0,11.84,3.97
8719.0,11.87,3.43
8720.0,11.84,3.8200000000000003
8721.0,12.04,3.23
8722.0,11.74,4.26
8723.0,11.74,4.11
8724.0,12.11,2.55
8725.0,12.06,2.75
8726.0,11.96,3.58
8727.0,12.04,2.94
8728.0,12.08,2.75
8729.0,11.69,4.45
8730.0,11.79,3.92
8731.0,11.82,3.92
8732.0,11.89,3.8200000000000003
8733.0,12.08,3.0900000000000003
8734.0,11.79,4.16
8735.0,12.08,2.55
8736.0,11.94,3.62
8737.0,11.74,4.11
8738.0,11.94,3.67
8739.0,11.84,3.67
8740.0,11.69,4.36
8741.0,12.04,2.84
8742.0,11.69,4.41
8743.0,11.82,3.87
8744.0,12.08,3.14
8745.0,11.99,2.94
8746.0,12.06,3.23
8747.0,11.94,3.5300000000000002
8748.0,12.04,2.79
8749.0,12.08,2.6
8750.0,12.01,2.84
8751.0,11.84,4.02
8752.0,11.77,4.41
8753.0,12.08,2.65
8754.0,11.84,3.97
8755.0,11.96,3.48
8756.0,11.79,4.11
8757.0,11.91,3.72
8758.0,11.74,4.11
8759.0,12.04,2.79
8760.0,11.69,4.5
8761.0,11.96,3.04
8762.0,11.72,4.55
8763.0,11.99,3.2800000000000002
8764.0,11.84,3.97
8765.0,11.91,3.18
8766.0,12.06,2.79
8767.0,11.72,4.5
8768.0,11.69,4.45
8769.0,12.11,2.6
8770.0,11.72,4.6
8771.0,11.72,4.55
8772.0,12.06,2.75
8773.0,12.08,2.89
8774.0,11.84,3.97
8775.0,12.06,3.0900000000000003
8776.0,11.94,3.48
8777.0,12.04,2.84
8778.0,12.04,3.0900000000000003
8779.0,11.79,4.26
8780.0,11.91,3.67
8781.0,11.82,4.11
8782.0,12.01,3.2800000000000002
8783.0,11.94,3.48
8784.0,11.96,3.0900000000000003
8785.0,12.01,2.94
8786.0,12.08,2.84
8787.0,12.06,2.75
8788.0,12.11,2.89
8789.0,11.99,2.94
8790.0,12.08,2.6
8791.0,11.72,4.31
8792.0,11.74,3.92
8793.0,11.91,3.5300000000000002
8794.0,12.11,2.75
8795.0,12.01,2.75
8796.0,11.82,3.97
8797.0,11.87,3.92
8798.0,11.84,3.48
8799.0,11.82,3.72
8800.0,11.84,4.02
8801.0,11.89,3.77
8802.0,11.72,4.5
8803.0,11.69,4.45
8804.0,11.89,3.2800000000000002
8805.0,11.67,4.31
8806.0,11.96,3.0900000000000003
8807.0,11.69,4.55
8808.0,11.72,4.31
8809.0,11.77,4.41
8810.0,11.74,4.16
8811.0,11.69,4.26
8812.0,11.82,4.02
8813.0,11.74,4.5
8814.0,12.06,2.6
8815.0,12.01,2.79
8816.0,11.72,4.11
8817.0,11.87,3.2800000000000002
8818.0,11.99,2.99
8819.0,11.82,4.11
8820.0,11.89,3.67
8821.0,11.82,3.43
8822.0,11.91,3.18
8823.0,11.69,4.31
8824.0,12.01,2.84
8825.0,11.89,3.18
8826.0,12.04,2.75
8827.0,12.06,2.6
8828.0,11.89,3.14
8829.0,12.06,2.75
8830.0,11.72,4.06
8831.0,12.04,2.65
8832.0,12.04,2.79
8833.0,11.77,4.21
8834.0,12.01,2.75
8835.0,12.06,2.6
8836.0,11.69,4.21
8837.0,11.67,4.36
8838.0,12.01,2.75
8839.0,11.96,3.23
8840.0,11.94,3.04
8841.0,12.06,2.65
8842.0,11.72,4.02
8843.0,11.84,3.8200000000000003
8844.0,11.82,3.87
8845.0,11.84,3.2800000000000002
8846.0,11.96,2.89
8847.0,11.82,3.72
8848.0,11.82,3.97
8849.0,12.04,2.7
8850.0,11.67,4.5
8851.0,11.67,4.41
8852.0,12.06,2.7
8853.0,12.08,2.65
8854.0,11.67,4.26
8855.0,11.82,3.62
8856.0,11.91,3.3800000000000003
8857.0,11.96,3.3800000000000003
8858.0,11.67,4.6
8859.0,12.06,2.65
8860.0,11.99,3.2800000000000002
8861.0,11.72,3.92
8862.0,11.91,2.94
8863.0,11.77,4.26
8864.0,11.67,4.6
8865.0,12.06,2.55
8866.0,11.84,3.92
8867.0,11.91,3.48
8868.0,11.67,4.31
8869.0,11.65,4.55
8870.0,12.04,2.6
8871.0,12.06,2.65
8872.0,11.67,4.45
8873.0,11.67,4.26
8874.0,12.06,2.65
8875.0,11.67,4.5
8876.0,11.72,4.41
8877.0,11.94,2.94
8878.0,11.89,3.18
8879.0,11.82,3.8200000000000003
8880.0,11.65,4.41
8881.0,12.04,2.6
8882.0,12.06,2.6
8883.0,11.79,3.67
8884.0,11.99,2.75
8885.0,11.74,3.87
8886.0,12.04,3.14
8887.0,11.84,3.72
8888.0,11.94,2.99
8889.0,12.06,3.04
8890.0,11.82,3.5300000000000002
8891.0,11.77,4.26
8892.0,11.65,4.36
8893.0,11.99,3.23
8894.0,11.79,3.92
8895.0,11.99,2.84
8896.0,12.06,2.65
8897.0,11.82,3.77
8898.0,11.62,4.5
8899.0,11.77,4.21
8900.0,11.65,4.41
8901.0,11.72,4.36
8902.0,11.94,2.89
8903.0,11.67,4.21
8904.0,11.67,4.21
8905.0,12.04,2.89
8906.0,12.08,2.65
8907.0,12.04,2.6
8908.0,11.74,3.72
8909.0,11.99,2.79
8910.0,11.87,3.23
8911.0,12.04,2.65
8912.0,11.94,3.43
8913.0,11.96,2.94
8914.0,11.74,3.8200000000000003
8915.0,12.01,3.14
8916.0,11.77,3.72
8917.0,11.96,2.94
8918.0,11.77,4.06
8919.0,11.84,3.62
8920.0,11.65,4.31
8921.0,11.74,4.41
8922.0,11.69,4.36
8923.0,11.94,2.99
8924.0,11.96,2.89
8925.0,11.69,4.5
8926.0,11.79,3.72
8927.0,11.82,3.92
8928.0,11.96,3.2800000000000002
8929.0,11.69,4.06
8930.0,12.04,2.55
8931.0,11.69,4.02
8932.0,11.67,4.11
8933.0,11.67,4.55
8934.0,11.67,4.11
8935.0,11.62,4.5
8936.0,12.01,2.45
8937.0,12.01,2.65
8938.0,11.77,4.11
8939.0,11.72,3.8200000000000003
8940.0,11.91,3.5300000000000002
8941.0,11.84,3.77
8942.0,11.94,2.89
8943.0,11.89,3.14
8944.0,11.74,4.21
8945.0,11.79,4.02
8946.0,12.06,2.75
8947.0,11.87,3.77
8948.0,11.77,3.3800000000000003
8949.0,12.04,3.04
8950.0,11.99,2.79
8951.0,11.84,3.58
8952.0,12.06,2.5
8953.0,11.62,4.5
8954.0,11.62,4.36
8955.0,11.72,4.26
8956.0,11.91,2.94
8957.0,11.65,4.31
8958.0,12.04,2.89
8959.0,11.91,2.94
8960.0,11.96,3.23
8961.0,12.01,2.5
8962.0,11.84,3.23
8963.0,12.33,2.99
8964.0,11.96,4.11
8965.0,12.26,2.75
8966.0,12.06,3.43
8967.0,12.26,2.6
8968.0,11.89,4.16
8969.0,11.84,4.36
8970.0,11.89,4.45
8971.0,11.96,4.06
8972.0,11.99,3.87
8973.0,12.21,2.7
8974.0,11.99,3.92
8975.0,12.04,3.18
8976.0,12.06,3.33
8977.0,11.82,4.31
8978.0,11.87,4.55
8979.0,11.89,4.26
8980.0,12.11,2.75
8981.0,11.96,3.72
8982.0,11.82,4.41
8983.0,11.87,4.41
8984.0,11.87,4.36
8985.0,12.13,2.7
8986.0,11.99,3.23
8987.0,11.91,3.97
8988.0,12.11,3.04
8989.0,11.94,3.23
8990.0,12.04,2.84
8991.0,11.91,3.72
8992.0,11.99,3.48
8993.0,11.99,3.3800000000000003
8994.0,11.87,3.72
8995.0,11.84,4.11
8996.0,11.74,4.36
8997.0,11.99,3.48
8998.0,11.82,3.8200000000000003
8999.0,11.74,4.6
9000.0,11.77,4.11
9001.0,11.84,4.31
9002.0,11.74,4.55
9003.0,11.91,3.67
9004.0,11.91,3.72
9005.0,11.84,4.02
9006.0,11.82,3.58
9007.0,11.72,4.31
9008.0,11.91,3.58
9009.0,12.06,2.75
9010.0,11.89,3.67
9011.0,11.96,2.94
9012.0,12.04,2.7
9013.0,11.72,4.5
9014.0,11.94,2.94
9015.0,11.84,3.43
9016.0,12.06,2.7
9017.0,11.87,3.43
9018.0,11.82,3.33
9019.0,11.87,3.87
9020.0,11.96,2.89
9021.0,11.74,4.21
9022.0,11.82,3.72
9023.0,11.69,4.31
9024.0,11.72,4.31
9025.0,11.72,4.06
9026.0,11.89,3.5300000000000002
9027.0,12.01,2.6
9028.0,11.67,4.5
9029.0,11.67,4.45
9030.0,11.67,4.45
9031.0,11.87,3.5300000000000002
9032.0,11.91,3.2800000000000002
9033.0,11.77,3.72
9034.0,11.67,4.31
9035.0,11.96,2.75
9036.0,11.79,3.92
9037.0,11.77,3.48
9038.0,11.77,3.62
9039.0,12.01,2.75
9040.0,11.96,3.14
9041.0,11.87,3.3800000000000003
9042.0,11.79,3.48
9043.0,11.82,3.18
9044.0,11.79,3.72
9045.0,11.96,3.04
9046.0,11.94,2.65
9047.0,11.89,3.23
9048.0,11.91,2.75
9049.0,11.69,4.26
9050.0,11.99,2.5
9051.0,11.96,2.45
9052.0,11.84,3.48
9053.0,11.62,4.41
9054.0,11.72,4.16
9055.0,11.62,4.41
9056.0,11.69,4.26
9057.0,11.62,4.36
9058.0,11.87,3.18
9059.0,11.94,2.65
9060.0,11.84,3.3800000000000003
9061.0,11.94,2.7
9062.0,11.62,4.26
9063.0,11.74,3.2800000000000002
9064.0,11.62,4.5
9065.0,11.94,2.45
9066.0,11.77,3.18
9067.0,11.96,2.35
9068.0,11.69,4.11
9069.0,11.69,3.97
9070.0,11.96,2.6
9071.0,11.6,4.45
9072.0,11.79,3.0900000000000003
9073.0,11.77,3.67
9074.0,11.77,3.58
9075.0,11.6,4.21
9076.0,11.69,4.06
9077.0,11.6,4.5
9078.0,11.65,4.21
9079.0,11.91,2.65
9080.0,11.89,2.55
9081.0,11.57,4.41
9082.0,11.62,4.02
9083.0,11.89,2.65
9084.0,11.6,4.11
9085.0,11.79,3.3800000000000003
9086.0,11.67,3.92
9087.0,11.87,2.65
9088.0,11.84,2.75
9089.0,11.74,3.48
9090.0,11.62,4.31
9091.0,11.82,2.79
9092.0,11.57,4.31
9093.0,11.77,3.04
9094.0,11.89,2.5
9095.0,11.82,2.75
9096.0,11.91,2.6
9097.0,11.84,2.7
9098.0,11.79,2.94
9099.0,11.84,3.23
9100.0,11.62,3.97
9101.0,11.89,2.84
9102.0,11.87,2.94
9103.0,11.55,4.36
9104.0,11.82,2.7
9105.0,11.67,3.58
9106.0,11.82,3.0900000000000003
9107.0,11.89,2.6
9108.0,11.57,4.21
9109.0,11.62,4.11
9110.0,11.84,2.65
9111.0,11.79,2.79
9112.0,11.82,3.14
9113.0,11.74,3.43
9114.0,11.6,3.87
9115.0,11.55,4.45
9116.0,11.87,2.5
9117.0,11.6,3.8200000000000003
9118.0,11.82,3.0900000000000003
9119.0,11.84,2.5
9120.0,11.52,4.31
9121.0,11.55,4.02
9122.0,11.87,2.6
9123.0,11.69,3.14
9124.0,11.74,3.23
9125.0,11.82,2.94
9126.0,11.84,3.04
9127.0,11.65,3.3800000000000003
9128.0,11.55,4.31
9129.0,11.84,2.5
9130.0,11.6,3.58
9131.0,11.87,2.45
9132.0,11.84,2.45
9133.0,11.79,2.7
9134.0,11.52,4.31
9135.0,11.52,4.41
9136.0,11.87,2.7
9137.0,11.67,3.23
9138.0,11.82,2.55
9139.0,11.62,3.87
9140.0,11.62,3.92
9141.0,11.65,3.33
9142.0,11.77,3.23
9143.0,11.82,2.5
9144.0,11.67,3.67
9145.0,11.67,3.62
9146.0,11.69,3.14
9147.0,11.69,3.0900000000000003
9148.0,11.65,3.77
9149.0,11.57,4.21
9150.0,11.67,3.5300000000000002
9151.0,11.62,3.48
9152.0,11.72,2.99
9153.0,11.72,3.04
9154.0,11.5,4.11
9155.0,11.84,2.7
9156.0,11.77,2.65
9157.0,11.65,3.62
9158.0,11.6,3.92
9159.0,11.6,3.97
9160.0,11.5,4.16
9161.0,11.62,3.77
9162.0,11.57,4.06
9163.0,11.84,2.75
9164.0,11.79,2.5
9165.0,11.5,4.31
9166.0,11.62,3.2800000000000002
9167.0,11.55,4.06
9168.0,11.6,3.43
9169.0,11.57,4.06
9170.0,11.5,4.31
9171.0,11.65,3.5300000000000002
9172.0,11.47,4.16
9173.0,11.62,3.77
9174.0,11.72,3.23
9175.0,11.5,4.11
9176.0,11.5,4.06
9177.0,11.52,3.92
9178.0,11.55,3.97
9179.0,11.69,3.23
9180.0,11.6,3.77
9181.0,11.5,4.16
9182.0,11.65,3.43
9183.0,11.62,3.67
9184.0,11.82,2.6
9185.0,11.62,3.62
9186.0,11.55,4.02
9187.0,11.72,2.79
9188.0,11.77,2.65
9189.0,11.67,3.43
9190.0,11.57,3.77
9191.0,11.82,2.55
9192.0,11.74,2.65
9193.0,11.52,4.11
9194.0,11.5,4.31
9195.0,11.74,2.99
9196.0,11.52,4.11
9197.0,11.57,3.43
9198.0,11.67,3.2800000000000002
9199.0,11.72,3.0900000000000003
9200.0,11.69,2.84
9201.0,11.62,3.0900000000000003
9202.0,11.62,3.5300000000000002
9203.0,11.79,2.84
9204.0,11.52,3.77
9205.0,11.55,3.43
9206.0,11.74,2.65
9207.0,11.57,3.33
9208.0,11.47,3.92
9209.0,11.79,2.45
9210.0,11.72,2.84
9211.0,11.55,3.87
9212.0,11.69,3.14
9213.0,11.79,2.75
9214.0,11.47,3.97
9215.0,11.5,4.21
9216.0,11.5,3.92
9217.0,11.69,3.18
9218.0,11.45,4.21
9219.0,11.57,3.67
9220.0,11.74,2.35
9221.0,11.6,3.62
9222.0,11.69,2.89
9223.0,11.69,2.75
9224.0,11.74,2.5
9225.0,11.47,3.77
9226.0,11.47,3.97
9227.0,11.55,3.87
9228.0,11.74,2.99
9229.0,11.6,3.0900000000000003
9230.0,11.65,3.33
9231.0,11.72,2.65
9232.0,11.45,4.26
9233.0,11.47,4.16
9234.0,11.74,2.89
9235.0,11.67,3.23
9236.0,11.47,4.21
9237.0,11.45,4.11
9238.0,11.43,4.16
9239.0,11.77,2.75
9240.0,11.74,2.35
9241.0,11.47,3.92
9242.0,11.45,4.21
9243.0,11.62,3.43
9244.0,11.72,2.99
9245.0,11.74,2.45
9246.0,11.43,4.21
9247.0,11.5,3.77
9248.0,11.55,3.87
9249.0,11.45,3.87
9250.0,11.45,4.26
9251.0,11.67,2.75
9252.0,11.43,4.11
9253.0,11.43,4.36
9254.0,11.5,4.02
9255.0,11.74,2.6
9256.0,11.45,3.87
9257.0,11.72,2.84
9258.0,11.72,2.5
9259.0,11.62,3.33
9260.0,11.74,2.35
9261.0,11.52,3.3800000000000003
9262.0,11.57,3.48
9263.0,11.67,2.79
9264.0,11.74,2.7
9265.0,11.47,3.77
9266.0,11.69,2.99
9267.0,11.65,2.89
9268.0,11.74,2.75
9269.0,11.45,3.92
9270.0,11.57,3.48
9271.0,11.43,4.21
9272.0,11.67,2.99
9273.0,11.5,3.87
9274.0,11.62,3.2800000000000002
9275.0,11.52,3.5300000000000002
9276.0,11.65,2.94
9277.0,11.47,3.72
9278.0,11.57,3.2800000000000002
9279.0,11.52,3.72
9280.0,11.47,3.67
9281.0,11.72,2.45
9282.0,11.74,2.5
9283.0,11.4,4.06
9284.0,11.45,3.92
9285.0,11.74,2.7
9286.0,11.4,4.21
9287.0,11.57,3.18
9288.0,11.43,4.26
9289.0,11.6,2.99
9290.0,11.4,4.21
9291.0,11.47,3.97
9292.0,11.45,3.87
9293.0,11.62,2.89
9294.0,11.45,4.11
9295.0,11.5,3.77
9296.0,11.67,2.55
9297.0,11.72,2.5
9298.0,11.45,3.72
9299.0,11.5,3.48
9300.0,11.52,3.87
9301.0,11.43,4.16
9302.0,11.65,2.65
9303.0,11.67,2.7
9304.0,11.57,3.43
9305.0,11.45,4.06
9306.0,11.62,2.75
9307.0,11.57,3.0900000000000003
9308.0,11.69,2.55
9309.0,11.72,2.55
9310.0,11.55,3.0900000000000003
9311.0,11.62,2.89
9312.0,11.5,3.77
9313.0,11.5,3.72
9314.0,11.69,2.45
9315.0,11.52,3.62
9316.0,11.6,3.23
9317.0,11.47,3.92
9318.0,11.43,4.21
9319.0,11.67,3.0900000000000003
9320.0,11.55,3.67
9321.0,11.72,2.2600000000000002
9322.0,11.72,2.4
9323.0,11.45,4.02
9324.0,11.52,3.48
9325.0,11.45,4.02
9326.0,11.67,3.0900000000000003
9327.0,11.67,2.45
9328.0,11.47,3.87
9329.0,11.57,3.33
9330.0,11.72,2.55
9331.0,11.65,2.99
9332.0,11.43,3.87
9333.0,11.43,4.26
9334.0,11.57,3.2800000000000002
9335.0,11.57,2.94
9336.0,11.67,2.6
9337.0,11.4,4.16
9338.0,11.55,3.43
9339.0,11.47,3.5300000000000002
9340.0,11.38,4.02
9341.0,11.69,2.65
9342.0,11.6,3.14
9343.0,11.43,3.8200000000000003
9344.0,11.43,3.62
9345.0,11.67,2.84
9346.0,11.6,3.14
9347.0,11.65,2.7
9348.0,11.69,2.45
9349.0,11.45,3.5300000000000002
9350.0,11.67,2.94
9351.0,11.52,3.23
9352.0,11.43,3.77
9353.0,11.52,3.5300000000000002
9354.0,11.35,4.21
9355.0,11.5,3.77
9356.0,11.43,4.16
9357.0,11.38,4.11
9358.0,11.45,4.02
9359.0,11.38,4.06
9360.0,11.52,3.48
9361.0,11.5,3.58
9362.0,11.67,2.35
9363.0,11.65,2.99
9364.0,11.6,2.89
9365.0,11.67,2.6
9366.0,11.65,2.55
9367.0,11.43,3.8200000000000003
9368.0,11.57,2.84
9369.0,11.4,3.87
9370.0,11.62,2.65
9371.0,11.43,3.72
9372.0,11.52,3.23
9373.0,11.38,4.02
9374.0,11.6,3.14
9375.0,11.69,2.65
9376.0,11.47,3.33
9377.0,11.55,3.0900000000000003
9378.0,11.43,4.06
9379.0,11.55,3.2800000000000002
9380.0,11.4,3.77
9381.0,11.45,3.92
9382.0,11.57,3.2800000000000002
9383.0,11.38,4.06
9384.0,11.65,2.89
9385.0,11.47,3.62
9386.0,11.57,2.84
9387.0,11.6,2.7
9388.0,11.38,4.02
9389.0,11.45,3.8200000000000003
9390.0,11.52,3.0900000000000003
9391.0,11.35,4.16
9392.0,11.62,2.6
9393.0,11.45,3.5300000000000002
9394.0,11.67,2.79
9395.0,11.38,4.06
9396.0,11.35,4.16
9397.0,11.62,2.99
9398.0,11.52,3.14
9399.0,11.62,2.65
9400.0,11.38,4.21
9401.0,11.38,4.16
9402.0,11.62,2.7
9403.0,11.57,2.84
9404.0,11.55,3.18
9405.0,11.38,4.21
9406.0,11.38,4.11
9407.0,11.62,2.65
9408.0,11.52,3.33
9409.0,11.43,3.58
9410.0,11.47,3.23
9411.0,11.62,2.94
9412.0,11.4,4.16
9413.0,11.67,2.75
9414.0,11.47,3.2800000000000002
9415.0,11.65,2.4
9416.0,11.47,3.2800000000000002
9417.0,11.62,2.55
9418.0,11.45,3.8200000000000003
9419.0,11.47,3.58
9420.0,11.67,2.45
9421.0,11.62,2.55
9422.0,11.35,4.06
9423.0,11.38,4.02
9424.0,11.65,2.45
9425.0,11.62,2.6
9426.0,11.43,3.92
9427.0,11.52,3.43
9428.0,11.55,2.89
9429.0,11.45,3.43
9430.0,11.35,4.02
9431.0,11.67,2.4
9432.0,11.4,3.72
9433.0,11.5,3.5300000000000002
9434.0,11.5,3.62
9435.0,11.62,2.6
9436.0,11.6,2.65
9437.0,11.62,2.55
9438.0,11.55,2.94
9439.0,11.65,2.79
9440.0,11.62,2.94
9441.0,11.38,4.11
9442.0,11.35,4.16
9443.0,11.52,2.84
9444.0,11.45,3.2800000000000002
9445.0,11.62,2.84
9446.0,11.43,3.97
9447.0,11.4,4.02
9448.0,11.35,3.72
9449.0,11.65,2.45
9450.0,11.55,2.79
9451.0,11.43,3.87
9452.0,11.5,3.48
9453.0,11.5,3.48
9454.0,11.65,2.35
9455.0,11.6,2.6
9456.0,11.47,3.58
9457.0,11.57,3.0900000000000003
9458.0,11.33,4.11
9459.0,11.33,4.21
9460.0,11.47,3.58
9461.0,11.65,2.5
9462.0,11.62,2.94
9463.0,11.6,2.75
9464.0,11.62,2.5
9465.0,11.35,3.97
9466.0,11.55,2.79
9467.0,11.43,3.43
9468.0,11.62,2.5
9469.0,11.5,3.48
9470.0,11.65,2.7
9471.0,11.55,3.14
9472.0,11.57,2.6
9473.0,11.6,2.65
9474.0,11.38,4.06
9475.0,11.38,4.11
9476.0,11.65,2.35
9477.0,11.57,2.79
9478.0,11.45,3.18
9479.0,11.5,3.3800000000000003
9480.0,11.55,3.04
9481.0,11.5,2.94
9482.0,11.55,2.89
9483.0,11.4,3.92
9484.0,11.5,3.43
9485.0,11.57,2.99
9486.0,11.33,4.21
9487.0,11.43,3.97
9488.0,11.52,2.94
9489.0,11.38,3.67
9490.0,11.65,2.31
9491.0,11.55,2.79
9492.0,11.57,2.65
9493.0,11.35,4.26
9494.0,11.47,3.5300000000000002
9495.0,11.35,4.02
9496.0,11.4,3.92
9497.0,11.62,2.5
9498.0,11.62,2.5
9499.0,11.43,3.23
9500.0,11.65,2.5
9501.0,11.5,3.48
9502.0,11.62,2.45
9503.0,11.65,2.31
9504.0,11.35,3.97
9505.0,11.38,4.02
9506.0,11.65,2.55
9507.0,11.57,2.7
9508.0,11.43,3.14
9509.0,11.65,2.45
9510.0,11.35,4.11
9511.0,11.38,3.72
9512.0,11.65,2.55
9513.0,11.6,2.55
9514.0,11.65,2.7
9515.0,11.35,3.87
9516.0,11.35,3.72
9517.0,11.6,2.65
9518.0,11.33,4.02
9519.0,11.33,4.21
9520.0,11.62,2.7
9521.0,11.65,2.35
9522.0,11.33,4.02
9523.0,11.47,3.48
9524.0,11.43,3.2800000000000002
9525.0,11.35,3.67
9526.0,11.45,3.62
9527.0,11.4,3.2800000000000002
9528.0,11.38,3.97
9529.0,11.55,2.65
9530.0,11.33,4.02
9531.0,11.6,2.45
9532.0,11.38,3.77
9533.0,11.43,3.72
9534.0,11.38,3.5300000000000002
9535.0,11.47,3.2800000000000002
9536.0,11.4,3.8200000000000003
