Waktu (detik),Tegangan (V),Arus (A)
19287.0,12.33,1.81
19288.0,12.04,2.98
19289.0,12.18,2.0
19290.0,12.13,2.1
19291.0,12.08,2.83
19292.0,12.28,1.51
19293.0,12.3,1.76
19294.0,11.96,3.08
19295.0,12.01,2.73
19296.0,12.33,1.32
19297.0,12.28,1.66
19298.0,12.21,2.1
19299.0,11.94,3.08
19300.0,12.33,1.32
19301.0,11.96,3.22
19302.0,11.96,3.13
19303.0,12.33,1.27
19304.0,12.35,1.66
19305.0,12.04,3.03
19306.0,11.96,3.17
19307.0,12.18,1.86
19308.0,12.35,1.42
19309.0,12.26,1.61
19310.0,12.16,2.44
19311.0,12.11,2.64
19312.0,11.94,3.03
19313.0,11.99,3.13
19314.0,12.28,1.46
19315.0,12.23,1.9
19316.0,12.18,2.2
19317.0,12.04,2.83
19318.0,12.23,2.0
19319.0,11.96,3.22
19320.0,12.18,2.15
19321.0,11.99,3.17
19322.0,12.23,2.0
19323.0,12.23,2.05
19324.0,12.11,2.69
19325.0,12.21,2.2
19326.0,12.06,2.98
19327.0,12.11,2.49
19328.0,12.01,2.88
19329.0,12.21,2.05
19330.0,12.11,2.54
19331.0,12.06,2.73
19332.0,12.33,1.37
19333.0,12.35,1.42
19334.0,12.11,2.05
19335.0,12.3,1.42
19336.0,11.94,3.13
19337.0,11.91,3.13
19338.0,12.13,2.44
19339.0,12.18,2.25
19340.0,12.08,2.78
19341.0,12.33,1.37
19342.0,12.3,1.81
19343.0,12.18,1.9
19344.0,12.26,1.51
19345.0,11.91,3.17
19346.0,11.94,3.22
19347.0,12.08,2.64
19348.0,12.28,1.42
19349.0,12.28,1.56
19350.0,11.99,3.13
19351.0,11.91,3.17
19352.0,12.28,1.76
19353.0,12.3,1.81
19354.0,12.04,2.49
19355.0,12.13,2.0
19356.0,12.23,1.66
19357.0,11.96,3.13
19358.0,11.91,2.93
19359.0,12.01,2.93
19360.0,12.04,2.44
19361.0,11.91,3.27
19362.0,11.96,2.69
19363.0,12.28,1.37
19364.0,12.16,1.86
19365.0,12.3,1.32
19366.0,12.21,1.81
19367.0,12.33,1.27
19368.0,12.21,1.81
19369.0,12.26,1.56
19370.0,11.94,3.13
19371.0,11.99,2.54
19372.0,12.08,2.2
19373.0,12.06,2.73
19374.0,12.04,2.88
19375.0,12.21,2.25
19376.0,12.18,2.05
19377.0,12.21,1.71
19378.0,12.21,2.0
19379.0,12.16,2.2
19380.0,12.04,2.29
19381.0,11.99,3.08
19382.0,12.35,1.46
19383.0,12.26,1.56
19384.0,12.01,2.34
19385.0,11.99,2.98
19386.0,12.23,2.0
19387.0,12.3,1.81
19388.0,12.01,2.93
19389.0,12.18,2.05
19390.0,12.01,2.83
19391.0,12.23,1.9
19392.0,12.08,2.59
19393.0,12.28,1.46
19394.0,12.16,1.71
19395.0,11.96,3.13
19396.0,12.21,1.66
19397.0,12.01,2.25
19398.0,12.3,1.56
19399.0,12.26,1.61
19400.0,12.18,2.1
19401.0,12.3,1.37
19402.0,12.13,2.39
19403.0,12.26,1.81
19404.0,12.3,1.27
19405.0,12.06,2.73
19406.0,12.11,2.34
19407.0,11.94,3.17
19408.0,12.08,2.49
19409.0,12.13,2.0
19410.0,12.23,1.95
19411.0,12.08,2.64
19412.0,12.33,1.46
19413.0,12.3,1.27
19414.0,11.87,3.13
19415.0,11.91,3.32
19416.0,12.23,1.9
19417.0,12.26,1.76
19418.0,11.94,2.78
19419.0,12.08,2.59
19420.0,12.33,1.66
19421.0,12.11,2.59
19422.0,12.3,1.66
19423.0,11.91,3.17
19424.0,12.11,2.49
19425.0,11.91,2.93
19426.0,12.16,2.25
19427.0,12.16,1.81
19428.0,12.33,1.32
19429.0,11.91,2.93
19430.0,11.96,2.73
19431.0,12.26,1.42
19432.0,12.11,2.05
19433.0,12.33,1.46
19434.0,12.3,1.32
19435.0,12.16,2.15
19436.0,12.08,2.54
19437.0,12.18,2.1
19438.0,12.01,3.03
19439.0,12.21,2.1
19440.0,12.11,2.39
19441.0,12.3,1.42
19442.0,12.26,1.51
19443.0,12.26,1.51
19444.0,12.04,2.88
19445.0,12.28,1.66
19446.0,12.04,2.88
19447.0,12.13,2.29
19448.0,12.23,1.61
19449.0,12.21,1.76
19450.0,12.01,2.88
19451.0,12.01,2.93
19452.0,12.01,2.88
19453.0,12.18,2.1
19454.0,12.18,2.05
19455.0,12.28,1.42
19456.0,12.28,1.46
19457.0,12.01,2.93
19458.0,11.91,3.22
19459.0,11.91,3.08
19460.0,12.08,2.54
19461.0,11.96,2.98
19462.0,12.04,2.64
19463.0,11.94,2.78
19464.0,11.94,3.03
19465.0,12.11,1.9
19466.0,11.89,2.98
19467.0,12.18,1.71
19468.0,12.33,1.42
19469.0,12.26,1.46
19470.0,12.18,1.95
19471.0,12.28,1.46
19472.0,12.3,1.51
19473.0,12.11,2.0
19474.0,12.28,1.37
19475.0,12.3,1.27
19476.0,11.89,3.08
19477.0,11.94,2.88
19478.0,12.11,2.39
19479.0,12.06,2.59
19480.0,12.21,1.95
19481.0,12.16,2.1
19482.0,12.28,1.46
19483.0,12.21,1.95
19484.0,12.01,2.93
19485.0,12.06,2.59
19486.0,11.94,2.78
19487.0,11.91,3.17
19488.0,12.23,1.56
19489.0,11.96,2.44
19490.0,12.33,1.37
19491.0,12.11,2.49
19492.0,12.11,2.29
19493.0,12.08,2.44
19494.0,12.3,1.32
19495.0,12.26,1.37
19496.0,12.01,2.93
19497.0,12.18,2.2
19498.0,11.94,3.17
19499.0,12.08,2.39
19500.0,12.16,2.25
19501.0,11.91,2.88
19502.0,12.18,2.05
19503.0,11.96,2.49
19504.0,12.11,2.44
19505.0,11.91,2.78
19506.0,11.94,3.08
19507.0,12.01,2.83
19508.0,12.21,1.66
19509.0,11.91,3.08
19510.0,12.28,1.46
19511.0,12.04,2.15
19512.0,12.13,2.29
19513.0,12.26,1.86
19514.0,11.89,3.13
19515.0,11.99,2.59
19516.0,11.89,3.17
19517.0,12.23,1.81
19518.0,12.26,1.81
19519.0,11.99,2.98
19520.0,12.01,2.88
19521.0,12.3,1.56
19522.0,12.23,1.56
19523.0,11.89,3.03
19524.0,12.26,1.46
19525.0,12.01,2.29
19526.0,12.16,2.1
19527.0,12.04,2.64
19528.0,12.28,1.51
19529.0,12.3,1.42
19530.0,11.96,3.08
19531.0,12.18,2.0
19532.0,12.26,1.46
19533.0,12.11,2.34
19534.0,12.26,1.86
19535.0,11.91,2.78
19536.0,11.94,2.49
19537.0,12.16,2.15
19538.0,12.16,2.0
19539.0,12.28,1.27
19540.0,11.87,3.13
19541.0,11.91,3.03
19542.0,12.18,2.05
19543.0,12.21,1.9
19544.0,12.01,2.93
19545.0,12.01,2.73
19546.0,12.08,2.49
19547.0,11.99,2.88
19548.0,11.96,3.03
19549.0,12.11,2.34
19550.0,12.26,1.81
19551.0,12.08,2.0
19552.0,11.91,2.93
19553.0,12.26,1.76
19554.0,12.23,1.56
19555.0,12.16,1.76
19556.0,12.06,2.59
19557.0,12.3,1.42
19558.0,11.99,3.03
19559.0,12.13,2.25
19560.0,11.87,2.98
19561.0,12.28,1.56
19562.0,12.08,2.25
19563.0,12.06,2.15
19564.0,12.16,2.05
19565.0,12.13,2.2
19566.0,12.16,1.61
19567.0,12.3,1.27
19568.0,11.99,2.2
19569.0,12.3,1.32
19570.0,11.91,3.08
19571.0,12.18,2.0
19572.0,11.87,3.03
19573.0,12.06,2.54
19574.0,11.87,3.03
19575.0,12.16,2.0
19576.0,12.21,1.81
19577.0,11.87,2.98
19578.0,12.23,1.46
19579.0,12.16,1.86
19580.0,12.01,2.73
19581.0,11.87,3.27
19582.0,12.28,1.32
19583.0,12.21,1.95
19584.0,11.91,3.17
19585.0,12.04,2.25
19586.0,12.06,2.49
19587.0,12.28,1.56
19588.0,12.13,2.15
19589.0,12.16,1.66
19590.0,12.26,1.61
19591.0,12.06,2.05
19592.0,12.28,1.17
19593.0,11.89,2.88
19594.0,12.18,1.61
19595.0,11.96,2.98
19596.0,12.26,1.56
19597.0,12.21,1.95
19598.0,11.87,3.22
19599.0,11.94,3.03
19600.0,12.18,1.66
19601.0,12.26,1.22
19602.0,12.04,2.49
19603.0,11.89,2.73
19604.0,11.87,3.13
19605.0,12.21,1.42
19606.0,12.04,2.1
19607.0,12.23,1.32
19608.0,12.01,2.1
19609.0,12.23,1.42
19610.0,11.87,3.13
19611.0,12.11,2.25
19612.0,12.04,2.59
19613.0,11.99,2.59
19614.0,12.04,2.54
19615.0,11.91,2.88
19616.0,12.23,1.37
19617.0,12.28,1.51
19618.0,11.89,3.13
19619.0,12.23,1.66
19620.0,12.08,2.39
19621.0,12.21,1.37
19622.0,12.26,1.22
19623.0,11.87,3.08
19624.0,11.96,2.83
19625.0,12.08,1.86
19626.0,12.01,2.2
19627.0,12.16,1.76
19628.0,11.91,3.08
19629.0,11.84,3.13
19630.0,12.13,1.9
19631.0,12.06,2.34
19632.0,12.13,1.76
19633.0,12.23,1.32
19634.0,11.91,3.03
19635.0,12.21,1.42
19636.0,12.26,1.37
19637.0,11.96,2.78
19638.0,11.87,2.64
19639.0,12.08,2.39
19640.0,11.84,2.73
19641.0,11.91,2.44
19642.0,12.06,2.05
19643.0,12.16,1.86
19644.0,12.16,1.81
19645.0,12.23,1.37
19646.0,12.26,1.56
19647.0,11.89,2.73
19648.0,12.01,2.54
19649.0,11.94,2.54
19650.0,12.16,1.86
19651.0,11.87,2.78
19652.0,12.08,1.81
19653.0,12.08,2.25
19654.0,12.23,1.61
19655.0,11.94,2.93
19656.0,12.13,2.1
19657.0,12.16,1.9
19658.0,11.89,3.08
19659.0,12.04,1.95
19660.0,12.18,1.51
19661.0,11.89,3.08
19662.0,11.89,3.08
19663.0,12.21,1.42
19664.0,11.94,2.88
19665.0,12.01,2.69
19666.0,12.18,1.42
19667.0,12.11,2.05
19668.0,11.91,3.03
19669.0,12.28,1.27
19670.0,12.08,2.15
19671.0,11.94,2.49
19672.0,11.91,2.49
19673.0,12.23,1.66
19674.0,12.26,1.56
19675.0,12.04,2.64
19676.0,12.06,1.95
19677.0,12.11,1.76
19678.0,12.13,2.05
19679.0,12.18,1.86
19680.0,12.08,2.29
19681.0,12.21,1.71
19682.0,12.13,2.1
19683.0,12.01,2.54
19684.0,12.08,2.15
19685.0,12.01,2.15
19686.0,11.87,3.17
19687.0,12.16,1.46
19688.0,11.91,2.64
19689.0,12.21,1.32
19690.0,11.94,2.25
19691.0,12.21,1.32
19692.0,12.13,2.0
19693.0,12.21,1.46
19694.0,12.23,1.22
19695.0,11.87,2.78
19696.0,12.06,1.76
19697.0,11.87,3.08
19698.0,11.89,3.03
19699.0,11.91,2.98
19700.0,12.13,2.05
19701.0,12.04,2.25
19702.0,12.04,1.9
19703.0,11.87,2.83
19704.0,12.08,2.1
19705.0,12.08,2.1
19706.0,12.04,2.0
19707.0,11.94,2.34
19708.0,11.96,2.25
19709.0,12.01,2.44
19710.0,11.96,2.64
19711.0,12.21,1.32
19712.0,12.13,1.56
19713.0,11.91,2.88
19714.0,11.91,2.98
19715.0,12.11,2.05
19716.0,11.87,2.69
19717.0,11.91,2.83
19718.0,12.23,1.42
19719.0,11.96,2.1
19720.0,12.18,1.76
19721.0,12.18,1.51
19722.0,11.84,3.17
19723.0,11.84,3.13
19724.0,11.82,3.08
19725.0,12.18,1.76
19726.0,12.18,1.46
19727.0,11.99,2.64
19728.0,12.06,2.25
19729.0,11.94,2.34
19730.0,11.89,2.93
19731.0,11.99,2.59
19732.0,12.16,1.56
19733.0,11.96,2.64
19734.0,12.16,1.46
19735.0,12.06,1.86
19736.0,12.04,2.44
19737.0,12.06,2.15
19738.0,11.87,3.08
19739.0,12.16,1.81
19740.0,12.13,1.86
19741.0,12.23,1.32
19742.0,12.06,2.2
19743.0,12.11,2.05
19744.0,11.87,3.03
19745.0,11.87,3.08
19746.0,12.08,1.9
19747.0,12.26,1.22
19748.0,12.11,1.81
19749.0,12.16,1.46
19750.0,11.87,3.03
19751.0,11.94,2.73
19752.0,12.13,1.81
19753.0,12.13,1.95
19754.0,12.16,1.51
19755.0,12.06,1.81
19756.0,11.91,2.59
19757.0,12.04,2.34
19758.0,12.16,1.76
19759.0,11.91,2.54
19760.0,11.84,3.08
19761.0,12.21,1.42
19762.0,11.94,2.29
19763.0,11.87,3.08
19764.0,12.21,1.32
19765.0,12.11,1.51
19766.0,12.08,2.2
19767.0,12.21,1.66
19768.0,11.91,2.83
19769.0,11.94,2.29
19770.0,12.11,1.95
19771.0,12.16,1.46
19772.0,11.87,3.08
19773.0,12.16,1.42
19774.0,12.08,1.81
19775.0,11.91,3.03
19776.0,12.08,1.86
19777.0,12.11,1.76
19778.0,12.18,1.81
19779.0,11.91,2.83
19780.0,11.89,2.93
19781.0,12.21,1.27
19782.0,12.23,1.27
19783.0,11.94,2.93
19784.0,11.99,2.64
19785.0,12.11,1.61
19786.0,12.11,1.71
19787.0,12.01,2.44
19788.0,11.96,2.05
19789.0,11.91,2.49
19790.0,12.21,1.22
19791.0,12.18,1.37
19792.0,12.08,2.15
19793.0,12.18,1.42
19794.0,12.21,1.32
19795.0,12.23,1.37
19796.0,12.01,1.95
19797.0,12.16,1.37
19798.0,11.84,2.83
19799.0,12.06,1.76
19800.0,11.89,2.98
19801.0,11.89,2.29
19802.0,11.89,2.93
19803.0,11.87,2.73
19804.0,12.11,1.56
19805.0,11.91,2.49
19806.0,12.21,1.42
19807.0,11.96,2.34
19808.0,12.13,1.56
19809.0,11.89,2.59
19810.0,12.11,1.66
19811.0,12.23,1.22
19812.0,11.84,3.08
19813.0,11.87,2.44
19814.0,11.91,2.83
19815.0,12.04,2.0
19816.0,11.89,2.59
19817.0,12.16,1.56
19818.0,11.82,2.93
19819.0,11.87,2.69
19820.0,11.99,2.1
19821.0,11.99,2.44
19822.0,11.99,2.54
19823.0,12.26,1.37
19824.0,12.13,1.95
19825.0,12.08,1.81
19826.0,12.06,1.86
19827.0,12.06,1.76
19828.0,11.87,3.03
19829.0,11.82,3.03
19830.0,12.08,2.1
19831.0,11.96,2.54
19832.0,12.23,1.17
19833.0,12.23,1.27
19834.0,11.89,2.88
19835.0,11.96,2.64
19836.0,11.99,2.54
19837.0,12.01,2.0
19838.0,11.82,3.08
19839.0,12.23,1.12
19840.0,11.94,2.29
19841.0,12.18,1.27
19842.0,12.08,2.0
19843.0,11.82,3.17
19844.0,11.87,2.54
19845.0,12.08,2.1
19846.0,11.79,3.03
19847.0,11.96,2.59
19848.0,11.96,2.1
19849.0,11.87,2.98
19850.0,12.16,1.46
19851.0,11.96,2.15
19852.0,11.94,2.25
19853.0,11.99,2.49
19854.0,12.16,1.66
19855.0,11.84,3.08
19856.0,12.06,2.0
19857.0,11.82,3.13
19858.0,11.91,2.73
19859.0,12.16,1.81
19860.0,12.01,2.34
19861.0,12.18,1.22
19862.0,12.06,2.05
19863.0,12.16,1.46
19864.0,12.08,2.05
19865.0,12.21,1.22
19866.0,11.94,2.69
19867.0,12.21,1.51
19868.0,11.84,2.64
19869.0,12.23,1.37
19870.0,12.21,1.37
19871.0,12.01,2.34
19872.0,12.06,2.15
19873.0,11.84,2.78
19874.0,11.91,2.88
19875.0,12.06,2.15
19876.0,11.84,2.64
19877.0,12.01,2.25
19878.0,11.89,2.98
19879.0,12.18,1.37
19880.0,12.23,1.22
19881.0,11.89,2.78
19882.0,11.91,2.39
19883.0,11.87,3.03
19884.0,12.11,2.0
19885.0,11.87,2.93
19886.0,12.18,1.66
19887.0,11.99,2.39
19888.0,12.11,1.71
19889.0,12.18,1.32
19890.0,11.96,2.73
19891.0,12.01,2.05
19892.0,12.04,1.95
19893.0,12.11,1.95
19894.0,12.11,1.9
19895.0,11.82,2.88
19896.0,11.87,2.73
19897.0,12.21,1.71
19898.0,12.23,1.56
19899.0,12.01,2.34
19900.0,11.84,2.49
19901.0,11.89,2.44
19902.0,12.21,1.56
19903.0,12.13,1.81
19904.0,11.87,2.69
19905.0,11.82,2.83
19906.0,12.26,1.27
19907.0,11.96,2.64
19908.0,11.96,2.59
19909.0,11.99,2.2
19910.0,12.11,1.66
19911.0,11.96,2.49
19912.0,11.91,2.88
19913.0,12.21,1.66
19914.0,12.06,2.25
19915.0,12.23,1.07
19916.0,11.87,2.93
19917.0,11.87,2.64
19918.0,12.01,2.34
19919.0,11.94,2.73
19920.0,12.04,2.25
19921.0,12.01,1.9
19922.0,11.87,2.93
19923.0,12.11,1.81
19924.0,11.94,2.73
19925.0,12.21,1.61
19926.0,12.04,2.2
19927.0,11.82,3.17
19928.0,11.89,2.88
19929.0,11.91,2.44
19930.0,11.84,2.64
19931.0,11.82,2.69
19932.0,11.87,2.54
19933.0,11.99,2.44
19934.0,11.84,3.17
19935.0,12.01,2.34
19936.0,11.89,2.98
19937.0,12.08,2.05
19938.0,11.87,2.59
19939.0,12.23,1.32
19940.0,12.16,1.37
19941.0,12.18,1.27
19942.0,11.82,2.93
19943.0,11.84,2.78
19944.0,12.04,2.25
19945.0,12.13,1.76
19946.0,11.87,2.59
19947.0,11.84,3.03
19948.0,12.01,2.44
19949.0,12.13,1.46
19950.0,12.04,1.81
19951.0,12.06,2.29
19952.0,12.18,1.42
19953.0,12.23,1.32
19954.0,11.91,2.39
19955.0,11.87,3.03
19956.0,12.23,1.17
19957.0,12.21,1.27
19958.0,11.94,2.2
19959.0,11.91,2.2
19960.0,11.94,2.64
19961.0,11.99,2.39
19962.0,12.13,1.51
19963.0,11.82,3.17
19964.0,12.23,1.37
19965.0,12.06,2.15
19966.0,12.11,1.56
19967.0,12.11,1.9
19968.0,12.01,1.71
19969.0,12.21,1.17
19970.0,11.84,3.03
19971.0,12.11,2.0
19972.0,11.82,3.13
19973.0,12.04,2.2
19974.0,11.82,2.78
19975.0,12.08,2.1
19976.0,11.87,2.98
19977.0,12.11,1.9
19978.0,11.79,2.69
19979.0,11.91,2.78
19980.0,12.13,1.76
19981.0,11.91,2.73
19982.0,12.08,1.61
19983.0,12.16,1.42
19984.0,11.79,3.13
19985.0,11.96,2.05
19986.0,11.82,2.83
19987.0,11.94,2.2
19988.0,12.18,1.61
19989.0,12.21,1.32
19990.0,11.94,2.59
19991.0,12.16,1.61
19992.0,11.89,2.88
19993.0,12.11,1.9
19994.0,11.94,2.83
19995.0,12.23,1.12
19996.0,11.89,2.2
19997.0,12.21,1.22
19998.0,11.82,2.78
19999.0,12.21,1.27
20000.0,11.82,3.03
20001.0,11.91,2.05
20002.0,11.99,2.49
20003.0,12.21,1.17
20004.0,12.01,2.2
20005.0,12.04,1.81
20006.0,11.99,2.05
20007.0,12.16,1.71
20008.0,12.04,2.1
20009.0,11.91,2.34
20010.0,12.01,1.9
20011.0,12.11,1.86
20012.0,11.84,2.98
20013.0,11.79,2.98
20014.0,12.18,1.56
20015.0,12.11,1.86
20016.0,11.82,2.64
20017.0,12.01,1.9
20018.0,12.04,2.15
20019.0,12.11,1.61
20020.0,12.21,1.27
20021.0,11.87,3.03
20022.0,11.82,3.03
20023.0,12.23,1.46
20024.0,12.16,1.66
20025.0,11.91,2.15
20026.0,12.08,1.51
20027.0,12.04,2.2
20028.0,11.96,2.1
20029.0,11.96,1.95
20030.0,12.11,1.9
20031.0,12.06,2.1
20032.0,11.96,2.69
20033.0,12.08,1.71
20034.0,12.01,2.34
20035.0,12.01,2.29
20036.0,12.11,1.81
20037.0,11.84,3.08
20038.0,12.04,2.05
20039.0,11.96,2.49
20040.0,12.06,2.0
20041.0,11.82,2.69
20042.0,11.84,2.59
20043.0,12.13,1.76
20044.0,11.89,2.29
20045.0,12.16,1.37
20046.0,11.89,2.69
20047.0,11.79,2.93
20048.0,12.18,1.46
20049.0,12.08,1.76
20050.0,11.77,3.17
20051.0,12.18,1.32
20052.0,12.11,1.51
20053.0,12.06,2.05
20054.0,12.11,1.86
20055.0,11.82,3.13
20056.0,11.94,2.1
20057.0,12.06,1.95
20058.0,12.21,1.46
20059.0,11.99,2.34
20060.0,11.84,2.98
20061.0,12.04,2.2
20062.0,11.89,2.88
20063.0,12.21,1.46
20064.0,12.18,1.32
20065.0,11.84,3.03
20066.0,11.87,2.98
20067.0,11.91,2.83
20068.0,12.13,1.71
20069.0,12.04,2.15
20070.0,12.16,1.42
20071.0,12.16,1.27
20072.0,11.79,3.08
20073.0,11.94,2.69
20074.0,12.18,1.12
20075.0,12.16,1.32
20076.0,11.99,1.95
20077.0,12.18,1.51
20078.0,12.08,1.61
20079.0,12.08,2.0
20080.0,12.04,1.71
20081.0,12.16,1.66
20082.0,12.18,1.17
20083.0,12.21,1.42
20084.0,12.11,1.42
20085.0,12.16,1.42
20086.0,11.82,3.08
20087.0,11.89,2.78
20088.0,12.11,1.76
20089.0,12.06,2.05
20090.0,11.87,2.44
20091.0,11.87,2.83
20092.0,12.21,1.12
20093.0,12.16,1.27
20094.0,12.11,1.9
20095.0,12.23,1.12
20096.0,11.96,2.44
20097.0,12.08,1.95
20098.0,11.96,2.59
20099.0,11.87,2.34
20100.0,11.84,2.98
20101.0,11.79,3.03
20102.0,12.06,2.0
20103.0,12.11,1.9
20104.0,12.18,1.32
20105.0,12.21,1.22
20106.0,11.79,3.13
20107.0,11.89,2.98
20108.0,11.96,2.44
20109.0,12.16,1.37
20110.0,12.18,1.22
20111.0,11.89,2.39
20112.0,11.96,2.0
20113.0,11.82,2.93
20114.0,12.01,1.81
20115.0,12.18,1.17
20116.0,11.91,2.25
20117.0,12.08,1.66
20118.0,11.79,2.78
20119.0,11.99,1.86
20120.0,11.96,2.0
20121.0,12.11,1.9
20122.0,12.18,1.46
20123.0,11.89,2.78
20124.0,12.11,1.37
20125.0,12.16,1.27
20126.0,11.91,2.59
20127.0,12.11,1.9
20128.0,11.91,2.05
20129.0,12.18,1.17
20130.0,11.82,2.69
20131.0,12.01,2.15
20132.0,12.04,1.76
20133.0,11.82,2.64
20134.0,12.21,1.42
20135.0,12.13,1.37
20136.0,11.94,2.49
20137.0,12.06,1.95
20138.0,11.94,2.29
20139.0,11.77,3.17
20140.0,11.99,2.34
20141.0,11.87,2.59
20142.0,11.87,2.93
20143.0,12.11,1.46
20144.0,11.89,2.34
20145.0,12.06,1.95
20146.0,11.94,2.2
20147.0,11.99,2.2
20148.0,11.84,2.88
20149.0,12.01,2.15
20150.0,11.84,2.98
20151.0,12.06,2.0
20152.0,11.87,2.83
20153.0,12.04,2.2
20154.0,11.87,2.78
20155.0,12.21,1.27
20156.0,11.91,2.05
20157.0,12.21,1.32
20158.0,11.87,2.59
20159.0,12.18,1.17
20160.0,11.77,3.08
20161.0,12.11,1.42
20162.0,11.84,2.98
20163.0,12.11,1.71
20164.0,11.96,2.44
20165.0,12.16,1.17
20166.0,12.11,1.81
20167.0,12.04,1.76
20168.0,12.08,1.86
20169.0,12.13,1.42
20170.0,12.13,1.71
20171.0,11.77,3.08
20172.0,12.04,2.1
20173.0,11.82,2.93
20174.0,11.91,2.44
20175.0,11.82,2.98
20176.0,12.18,1.17
20177.0,12.21,1.12
20178.0,11.89,2.78
20179.0,11.94,2.0
20180.0,11.84,2.83
20181.0,12.11,1.46
20182.0,12.08,1.66
20183.0,12.18,1.42
20184.0,12.06,1.56
20185.0,12.08,1.56
20186.0,12.06,1.95
20187.0,12.18,1.17
20188.0,12.16,1.27
20189.0,11.79,2.88
20190.0,12.13,1.37
20191.0,11.79,2.93
20192.0,11.94,2.59
20193.0,12.13,1.37
20194.0,12.06,1.56
20195.0,12.21,1.27
20196.0,12.13,1.37
20197.0,12.21,1.07
20198.0,11.79,3.03
20199.0,11.82,2.93
20200.0,12.01,2.2
20201.0,11.94,2.64
20202.0,12.08,1.95
20203.0,12.04,2.1
20204.0,12.18,1.12
20205.0,12.06,1.86
20206.0,12.13,1.61
20207.0,11.96,1.9
20208.0,12.13,1.37
20209.0,11.82,2.83
20210.0,12.06,1.61
20211.0,12.13,1.27
20212.0,11.79,2.98
20213.0,11.84,2.64
20214.0,12.06,2.0
20215.0,12.18,1.17
20216.0,11.87,2.83
20217.0,11.96,2.49
20218.0,12.21,1.17
20219.0,12.13,1.37
20220.0,12.06,1.56
20221.0,11.96,2.34
20222.0,12.11,1.81
20223.0,11.89,2.1
20224.0,11.91,2.05
20225.0,11.99,2.25
20226.0,11.82,2.88
20227.0,12.11,1.37
20228.0,12.21,1.32
20229.0,11.91,2.59
20230.0,12.21,1.27
20231.0,12.08,1.81
20232.0,12.18,1.22
20233.0,11.99,2.39
20234.0,12.01,2.2
20235.0,12.08,1.51
20236.0,11.84,2.93
20237.0,11.94,1.95
20238.0,11.87,2.78
20239.0,11.82,2.34
20240.0,12.04,2.05
20241.0,11.79,2.98
20242.0,12.18,1.51
20243.0,12.11,1.32
20244.0,12.01,2.15
20245.0,12.13,1.71
20246.0,11.77,3.08
20247.0,11.82,3.03
20248.0,12.21,1.37
20249.0,12.16,1.27
20250.0,11.84,2.93
20251.0,11.87,2.78
20252.0,11.84,2.88
20253.0,12.04,1.66
20254.0,11.77,2.98
20255.0,11.82,2.64
20256.0,11.74,3.22
20257.0,12.11,1.27
20258.0,12.11,1.46
20259.0,11.84,2.2
20260.0,12.18,1.27
20261.0,11.91,2.15
20262.0,12.16,1.17
20263.0,11.79,2.59
20264.0,12.13,1.27
20265.0,11.84,2.88
20266.0,11.77,2.98
20267.0,12.04,1.9
20268.0,12.08,1.46
20269.0,12.16,1.56
20270.0,11.94,2.1
20271.0,12.13,1.66
20272.0,11.94,1.95
20273.0,11.89,2.25
20274.0,12.18,1.42
20275.0,11.89,2.69
20276.0,11.94,2.44
20277.0,12.01,1.81
20278.0,12.13,1.27
20279.0,11.96,2.39
20280.0,12.08,1.76
20281.0,11.82,2.93
20282.0,11.79,2.59
20283.0,12.13,1.56
20284.0,11.94,2.39
20285.0,11.94,2.44
20286.0,11.77,2.73
20287.0,11.79,2.93
20288.0,11.94,1.71
20289.0,11.77,2.93
20290.0,12.13,1.32
20291.0,12.13,1.66
20292.0,12.18,1.12
20293.0,11.94,2.29
20294.0,12.01,2.2
20295.0,11.84,2.64
20296.0,11.87,2.39
20297.0,12.13,1.61
20298.0,12.06,1.95
20299.0,11.91,2.2
20300.0,11.94,2.29
20301.0,11.89,2.73
20302.0,12.11,1.42
20303.0,12.13,1.66
20304.0,11.74,3.13
20305.0,11.79,2.73
20306.0,12.18,1.17
20307.0,11.89,2.69
20308.0,11.91,2.44
20309.0,11.91,1.86
20310.0,11.91,2.54
20311.0,11.91,2.54
20312.0,12.11,1.27
20313.0,11.77,2.83
20314.0,11.89,2.49
20315.0,11.79,3.13
20316.0,11.89,2.1
20317.0,11.79,3.03
20318.0,12.06,1.61
20319.0,12.08,1.46
20320.0,12.01,2.0
20321.0,11.96,2.34
20322.0,12.11,1.32
20323.0,11.89,2.54
20324.0,11.84,2.88
20325.0,12.18,1.07
20326.0,12.18,1.32
20327.0,11.82,2.98
20328.0,11.89,2.64
20329.0,11.79,2.78
20330.0,11.89,2.69
20331.0,11.84,2.78
20332.0,11.87,2.69
20333.0,12.06,1.81
20334.0,11.94,2.49
20335.0,12.01,2.15
20336.0,11.94,2.34
20337.0,12.08,1.61
20338.0,12.01,2.05
20339.0,11.91,2.64
20340.0,12.13,1.17
20341.0,12.16,1.07
20342.0,11.79,2.93
20343.0,11.74,3.13
20344.0,11.96,2.29
20345.0,11.87,2.73
20346.0,12.13,1.46
20347.0,12.04,1.95
20348.0,12.01,2.05
20349.0,12.18,1.22
20350.0,12.11,1.56
20351.0,12.13,1.12
20352.0,12.06,1.81
20353.0,12.06,1.42
20354.0,12.08,1.32
20355.0,12.04,1.71
20356.0,12.06,1.56
20357.0,11.82,2.83
20358.0,11.87,2.29
20359.0,11.89,2.59
20360.0,11.77,2.64
20361.0,12.04,1.95
